National Socialism	(noun). ជាតិសង្គមនិយម
nationalism	(noun). ជាតិនិយមnationalist (noun). អ្នកជាតិនិយមnationalistic (adjective). មានចិត្តជាអ្នកជាតិនិយម, នៃលទ្ធិជាតិនិយមជ្រុលហួសហេតុ
nationalist	(noun). អ្នកជាតិនិយម
nationalistic 	(adjective). មានចិត្តជាអ្នកជាតិនិយម, នៃលទ្ធិជាតិនិយមជ្រុលហួសហេតុ
nationality	(noun). សញ្ជាតិnationality of ship (noun). សញ្ជាតិនាវា
nationalize,-ise	(transitive verb). (past tense., past participle. nationalized or nationalised) ធ្វើជាតូបនីយកម្ម, ដាក់ជារបស់ជាតិ Opposite denationtize, Prwatizenationalization;-isation (noun). ជាតូបនីយកម្ម, ការដាក់ជារបស់ជាតិ
native	(noun). ~ of France ប្រជាជន hostile ~ អ្នកស្រុកដើមnative (adjective). ១. កន្លែងកំណើត native land ប្រទេសកំណើត ~ beauty ពីកំណើត ២. ប្រជាជនកំណើត ~ carfts នៃប្រជាជននៃស្រុកណាមួយ ~ plants អន្តោគ្រាម go native រស់នៅបែបអ្នកស្រុកSYNONYMSnative /'neɪtɪv/ ['ណេយ៍ធីវ] (adjective). នៃស្រុកកំណើត aboriginal មានមកពីដើម, នៃអ្នកស្រុកដើម autochthonous រដ្ឋវាសីសីនី (មនុស្សដែលមានដើមកំណើតក្នុងរដ្ឋស្រាប់) endemic តាមតំបន់ (មិនទូទៅ) indigenous អន្តោគ្រាម, ដែលកើតក្នុងស្រុក
nativity	(noun). ការកើត, កំណើត, ពិសេសទាក់ទងទីកន្លែងពេលឬស្ថានភាពកំពង់កើតឡើង
NATO	(also Nato) (abbreviation). North Atlantic Treaty Organization ព.ស.ក. នៃអង្គការសន្ធិសញ្ញាអាត្លង់ទិកខាងជើង
natter	(intransitive verb). (past tense., past participle. nattered) ~ (on) (about something) និយាយប៉ប៉ាច់ប៉ប៉ោច, និយាយលេង Synonyms chatnatter (noun). និយាយក្រៅផ្លូវការ, ការនិយាយលេង
natterjack	(noun). សត្វគីង្គក់
nattily	(adverb). ដោយឆ្លាត, ដោយពូកែនិងមានសណ្តាប់ធ្នាប់, ដោយគិតបានល្អ, ដោយវាងវៃ
natty	(adjective). (-ier, -iest) ១. ដែលឆ្លាត, ដែលពូកែនិងមានសណ្តាប់ធ្នាប់, ដែលស្អាតបាត ~ new uniform ស្អាតបាត ២. ដែលឆ្លាត, ដែលវាងវៃ, ដែលគិតចេញបានល្អ ~ solutin ដែលគិតចេញបានល្អ, ឆ្លាត, វាងវៃnattily (adverb). ដោយឆ្លាត, ដោយពូកែនិងមានសណ្តាប់ធ្នាប់, ដោយគិតបានល្អ, ដោយវាងវៃ
natural	(adjective). ១. ~ bridge ដែលជាធម្មជាតិ ~ death natural truits natural ផលធម្មជាតិដោយជម្ងឺឬចាស់ natural law ច្បាប់ធម្មជាតិ natural resources ធនធានធម្មជាតិ ២. ~ inclinations ពីកំណើត ៣. ~ manner ធម្មតា ៤. ~ outcome ដែលឥតគួរឲ្យឆ្ងល់naturalness (noun). ភាពជាធម្មជាតិnaturalism (noun). ១. សិល្បៈអក្សរសាស្រ្តដែលបង្ហាញពីជីវិតពិត, ធម្មជាតិនិយម ២. ទ្រឹស្តីមួយnaturalist (noun). អ្នកសិក្សាពីសភារបស់ធម្មជាតិnaturally (adverb). ១. ដោយធម្មជាតិ, តាមធម្មជាតិ, តាមធម្មតា act ~ ធម្មតា ២. ~ he refused អញ្ចឹងហើយបានជា rocks form ~ ដោយឯកឯង'natural philosophy (noun). ធម្មជាតិវិទូnatural wastage (also esp. US attrition) ការបាត់បងើកំលាំងពលកម្មតាមធម្មតា (លាលែង, ចូលនិវត្តន៍)
natural philosophy	(noun). ធម្មជាតិវិទូ
naturalism 	(noun). ១. សិល្បៈអក្សរសាស្រ្តដែលបង្ហាញពីជីវិតពិត, ធម្មជាតិនិយម ២. ទ្រឹស្តីមួយ
naturalist 	(noun). អ្នកសិក្សាពីសភារបស់ធម្មជាតិ
naturalization	(noun). សញ្ញាគូបនីយកម្ម
naturalization;-isation 	(noun). សញ្ញាតូបនីយកម្ម, ការចូលជាតិ
naturalize, -ise	(transitive verb). (past tense., past participle. naturalized or naturalised) ១. to ~ somebody/something (in...) អនុញ្ញាតឲ្យចូលជាតិ,​ ធ្វើសញ្ញាតូបនីយកម្ម, បញ្ចូលជាតិ ២. ~ one's gestures ធ្វើឲ្យធម្មតាnaturalization;-isation (noun). សញ្ញាតូបនីយកម្ម, ការចូលជាតិ
naturally 	(adverb). ១. ដោយធម្មជាតិ, តាមធម្មជាតិ, តាមធម្មតា act ~ ធម្មតា ២. ~ he refused អញ្ចឹងហើយបានជា rocks form ~ ដោយឯកឯង
nature	(noun). ១. laws of ~ ធម្មជាតិ ២. ជីវិតធម្មតា ៣. He has a good ~ ចរិត a book of the same ~ ប្រភេទ against nature មិនមែនធម្មជាតិ, ផ្ទុយពីធម្មជាតិ, ពុំមានសីលធម៌ in the nature of something ស្រដៀង, ដូចនឹងអ្វីមួយ by nature of ដោយហេតុតែ in a state of nature ខ្លួនស្រាតននលគក the laws of nature ច្បាប់នៃធម្មជាតិ
naturism	(noun). នត្តនិយម
naturopath	(noun). គ្រូពេទ្យព្យាបាទអ្នកជម្ងឺ ដោយការផ្លាស់ប្តូរអាហារ និងការបាត់ប្រាណnaturopathic (adjective). ដែលព្យាបាទអ្នកជម្ងឺដោយការផ្លាស់ប្តូរអាហារនិងការហាត់ប្រាណnaturopathically (adverb). ជាគ្រូពេទ្យព្យាបាទអ្នកជម្ងឺដោយការផ្លាស់ប្តូរអាហារនិងការហាត់ប្រាណnaturopathy (noun). ការព្យាបាទដោយការផ្លាស់ប្តូរអាហារ និងការហាត់ប្រាណ
naturopathic 	(adjective). ដែលព្យាបាទអ្នកជម្ងឺដោយការផ្លាស់ប្តូរអាហារនិងការហាត់ប្រាណ
naturopathically	(adverb). ជាគ្រូពេទ្យព្យាបាទអ្នកជម្ងឺដោយការផ្លាស់ប្តូរអាហារនិងការហាត់ប្រាណ
naturopathy	(noun). ការព្យាបាទដោយការផ្លាស់ប្តូរអាហារ និងការហាត់ប្រាណ
naught	(also nought) (adjective). រប៉ិលរប៉ូច(noun). សូន្យ, គ្មានអ្វី(adverb). ដោយគ្មានអ្វី come to naught គ្មានលទ្ធផល set at naught មិនយកចិត្តទុកដាក់ចំពោះ
naughtily 	(adverb). ដោយរស់នៅគ្មានសេចក្តីសុខ
naughtiness 	(noun). ការរប៉ិលរប៉ូច
naughty	(adjective). (-ier, -iest) ១. ~ child ខិល ~ word អាក្រក់ ២. ដែលធ្វើឲ្យមនុស្សរំភើប, ដែលមានបំណងធ្វើឲ្យរំភើប a naughty joke រឿងកំប្លែងដែលធ្វើឲ្យរំភើបnaughtily (adverb). ដោយរស់នៅគ្មានសេចក្តីសុខnaughtiness (noun). ការរប៉ិលរប៉ូច
nausea	(noun). ដំណើរចង់ក្អួតចង្អារ, ការកកល់ចង់ក្អួត, ការខ្ពើមអើមខ្លាំងnauseate (transitive verb). (past tense.,past participle. nauseated) ធ្វើឲ្យចង់ក្អួតចង្អារ, ធ្វើឲ្យខ្ពើមរអើមខ្លាំងnauseating (adjective). ដែលធ្វើឲ្យចង់ក្អួតចង្អារ, ដែលធ្វើឲ្យខ្ពើមរអើមខ្លាំងnauseatingly (adverb). ដោយធ្វើឲ្យចង់ក្អួតចង្អារ, ដោយធ្វើឲ្យខ្ពើមរអើមខ្លាំងnauseous (adjective). ~ odor ដែលធ្វើឲ្យចង់ក្អួត feel ~ រកចង់ក្អួត
nauseate	(transitive verb). (past tense.,past participle. nauseated) ធ្វើឲ្យចង់ក្អួតចង្អារ, ធ្វើឲ្យខ្ពើមរអើមខ្លាំង
nauseating	(adjective). ដែលធ្វើឲ្យចង់ក្អួតចង្អារ, ដែលធ្វើឲ្យខ្ពើមរអើមខ្លាំង
nauseatingly	(adverb). ដោយធ្វើឲ្យចង់ក្អួតចង្អារ, ដោយធ្វើឲ្យខ្ពើមរអើមខ្លាំងnauseatingly (adverb). ដោយធ្វើឲ្យចង់ក្អួតចង្អារ, ដោយធ្វើឲ្យខ្ពើមរអើមខ្លាំងnauseous (adjective). ~ odor ដែលធ្វើឲ្យចង់ក្អួត feel ~ រកចង់ក្អួត
nauseous	(adjective). ~ odor ដែលធ្វើឲ្យចង់ក្អួត feel ~ រកចង់ក្អួត
nautical	(adjective). វារិចរ, នាវាចរ,nautical 'mile (also sea mile) (noun). សមុទ្រ (១,៨៥២ម៉ែត្រ)SYNONYMSnautical /'nɔ:tɪkl/ ['ណធិខល] (adjective). នាវាចរ, វារិចរ marine នៃសមុទ្រ, សម្រាប់នាវាចរណ៍, ដែលចូលចិត្តសមុទ្រ, នៃកម្មករនាវា marine life នៅក្នុងសមុទ្រ marine trade តាមសមុទ្រ maritime ដែលនៅជិតសមុទ្រ​​, នៃសមុទ្រ, នៃនាវាចរណ៍ maritime law ច្បាប់នៃសមុទ្រ maritime trade តាមសមុទ្រ naval នៃនាវា, នៃកងនាវា
nautilus	(noun). (plural. ~ es) ប្រភេទសត្វសមុទ្រតូចៗម្យ៉ាងមានលក្ខណៈដូចសត្វខ្យង
nave (1)	(noun). ត្រង់កណ្តាលវិហារ
nave (2)	(noun). ដុំភ្លៅ (កង់)
navel	(noun). ផ្ចិត (Literary) នាភី (Royal) ព្រះនាភី (Colloquial) ផ្សិត
navigability	(noun). សភាពដែលទូកបណ្តែតបាន
navigable	(adjective). អាចធ្វើនាវាចរណ៍បានnavigability (noun). សភាពដែលទូកបណ្តែតបាន
navigate	(transitive verb). (past tense., past participle. navigated) ១. បើកកប៉ាល់, នាវាឬយន្តហោះជាដើម (ដោយប្រើផែនទី) ~ the ocean បើកនាវា (ក្នុងឬតាម) ២. ~ an airplane ស្ទង់មើលទិសទី (ក្នុងពេលធ្វើអាកាសចរណ៍ឬនាវាចរណ៍)(intransitive verb). ship won't ~ បើកបាន (Aero.) Who's going to ~? ស្ទង់មើលទិសទី (ក្នុងពេលធ្វើដំណើរអាកាសចរណ៍ឬនាវាចរណ៍)navigation (noun). ~ of a river នាវាចរណ៍ ~ of a craft ការស្ទង់មើលទិសទី (ក្នុងពេលធ្វើអាកាសចរណ៍ឬនាវាចរណ៍)navigator (noun). អ្នកស្ទង់មើលទិសទី (ក្នុងពេលធ្វើអាកាសចរណ៍ឬនាវាចរណ៍)
navigation	navigation (noun). ~ of a river នាវាចរណ៍ ~ of a craft ការស្ទង់មើលទិសទី (ក្នុងពេលធ្វើអាកាសចរណ៍ឬនាវាចរណ៍)
navigator	(noun). អ្នកស្ទង់មើលទិសទី (ក្នុងពេលធ្វើអាកាសចរណ៍ឬនាវាចរណ៍)
navvy	(noun). (plural. -vies) អ្នកធ្វើការដោយដៃគ្មានជំនាញ, កម្មករ
navy	(noun). (plural. -vies) join the ~ ទ័ពជើងទឹក raise a ~ កងនាវា navy beans សណ្តែកម្យ៉ាង navy blue ពណ៌ខៀវចាស់,navy-blue (adjective). ពណ៌ទឹកប៊ិចចាស់
navy-blue	(adjective). ពណ៌ទឹកប៊ិចចាស់
nay	(adverb). ១. ហើយលើសពីនេះ, ហើយតាមពិត ២. ទេ
Nazi	(noun). ពួកណាស្សី, ពួកស្តាំជ្រុលNazism (noun). លទ្ធិណាហ្សីនិយម
Nazism	(noun). លទ្ធិណាហ្សីនិយម
NBC	(abbreviation). National Broadcasting Company ក្រុមហ៊ិនផ្សព្វផ្សាយជាតិ
NE	(abbreviation). morth east,mortheastern ទិសឥណទាន
neap	(also neap tide /'ni:ptaɪd/) (noun). ដំណើរទឹកជោរនាច
Neapolitan	(adjective). នៃទីក្រុង Naples
near (1)	(adjective). (-er, /'nɪərə(r)/ -est /'nɪərɪst/) ១. ~ (to smoebody/something) ជិត, ក្បែរ ~ neighbors ដែលនៅជិត in the ~ future ដ៍ខ្លីៗនេះ ~ accident ដែលវិសឬហៀបនឹងកើតមាន ២. a ~ friend ជិតស្និទ្ធ near future អនាគតខាងមុខ draw near កកិលចូលមកក្បែរnear (transitive verb). ទៅជិតដល់ឡើងៗ near at hand ក្បែរៗ, ជិតៗ near the mark ជិតចំណុចគោលដៅ a near hing វិសខុស near the end ជិតចប់ហើយ as near as possible ចំនួនជិតចុងបញ្ចប់ near money រូបិយវត្ថុស្ទើរ, រូបិយវត្ថុដែលពុំទាន់អាចប្រើប្រាស់បានភ្លាមៗ(intransitive verb). (past tense.,past participle. neared) មកជិតដល់ឡើងៗnearness (noun). ជិត, នៅជិត
near (2)	(adverb. preposition). ជិត'nearby (adjective. adverb). នៅជិតៗ
nearby	(adjective. adverb). នៅជិតៗ
nearly	(adverb). ១. ដោយមិនទាន់គ្រប់គ្រាន់, ស្ទើរតែ, ជិត nearly every day ស្ទើរតែរាល់ថ្ងៃ ២. not ~ ឆ្ងាយពី
nearly	(adverb). ដោយស្អាត, ដោយរៀបរយ, ដោយមានរបៀប, ដោយមានបែបបទ, ដោយសាមញ្ញនិងស្រស់ស្អាត, ដោយសុទ្ធ
nearness	(noun). ជិត, នៅជិត
nearsighted	(adjective). ~ reader ដែលមើលឃើញតែជិតៗ ~ policy ដែលមិនឃើញវែងឆ្ងាយ
neat	(adjective). ១. ~ room មានបែបបទ, ស្អាតបាត ២. ដែលសាមញ្ញនិងស្រស់ស្អាត ៣. ~ description យ៉ាងប៉ិនប្រសប់ ៤. ~ whiskey សុទ្ធ, មិនលាយ neat as apin ល្អប្រណិតnearly (adverb). ដោយស្អាត, ដោយរៀបរយ, ដោយមានរបៀប, ដោយមានបែបបទ, ដោយសាមញ្ញនិងស្រស់ស្អាត, ដោយសុទ្ធneatness (noun). ការស្រេចបាច់
neatness	(noun). ការស្រេចបាច់
nebula	(noun). (plural. ~ e /-li:/ or ~ s) ផ្សែងភ្លើង, ដុំពពកនៃធូលីឬឧស្ម័នnebular (adjective). ដែលសដូចអ័ព្ទ
nebular	(adjective). ដែលសដូចអ័ព្ទ
nebulous	(adjective). ១. នៃព្រិល ២. ដែលមានចុះអ័ព្ទ, ដែលស្រពិចស្រពិល, ដែលមិនច្បាស់, ស្រពិចស្រពល nebulous ideas គំនិតស្រពិចស្រពិល nebulous plans ផែនការមិនច្បាស់
necessarily	(adverb). ជាលទ្ធផលដែលមិនអាចចៀសរួច, ដោយការចាំបាច់
necessary	(adjective). ១. ដែលចាំបាច់សម្រាប់គោលបំណង, ដែលមិនអាចចៀសរួច, ដែលត្រូវតែ, ចាំបាច់ necessary vote សំលេងឆ្នោតចាំបាច់ ២. ត្រូវតែ, ដែលត្រូវតែ, ដែលចៀសមិនរួច the necessary consequences បញ្ហាពិបាកដែលចៀសមិនរួចnecessary (noun). (plural. -ries) របស់ចាំបាច់, របស់សំខាន់'necessary inference (noun). សេចក្តីសន្និដ្ឋានចាំបាច់SYNONYMSnecessary /'nesəsərɪ/ ['ណេសឹសឹរី] (adjective). ចាំបាច់ (ដែលខានមិនបាន), ដែលមានមិនខាន, ដែលចោលឬចៀសមិនរួច, ទៀង, ចៀសមិនរួច essential សារវន្ត, សំខាន់, ដែលចាំបាច់ essential ingredient ដែលត្រូវការជាចាំបាច់ essential nature សារវន្ត indispensable ខានមិនបាន, ចៀសមិនរួច, ចាំបាច់, សំខាន់ necessitous (adjective). ចាំបាច់ (ដែលខានមិបបាន), ដែលមានមិនខាន, ដែលចោលឬចៀសមិនរួច, ទៀង, ចៀសមិនរួច needful ដែលចាំបាច់, ដែលត្រូវការ needy ដែលខ្វះខាត, ក្រខ្សត់ required ដែលតម្រូវ, ដែលត្រូវការ requisite ដែលចាំបាច់, ដែលតម្រូវឲ្យមាន prerequisite ដែលត្រូវការជាមុន vital ជីវិតសម្ពន្ធ, នៃជីវិត, សម្រាប់ជីវិត។
necessitate	(transitive verb). ត្រូវការចាំបាច់, តម្រូវ
necessitous	(adjective). ក្រខ្សត់, ដែលខ្វះខាត
necessity	(noun). ១. ភាពចាំបាច់, វត្ថុចាំបាច់ (usually plural) buy some ~ របស់ត្រូវការ ~ of a decision ការចាំបាច់ ២. ~ (for something/to do something) ស្ថានភាពឬកាលៈទេសៈដែលបង្ខំឲ្យធ្វើអ្វីមួយ, សេចក្តីចាំបាច់, សេចក្តីត្រូវការ under the necessity of មានបទបញ្ជាចាំបាច់ necessity has no law ការចាំបាច់បញ្ជាឲ្យធ្វើ necessity is the mother of invention ការត្រូវការជាប្រភពកំណើតនៃការប្រឌិតឡើង knows no law ការចាំបាច់មិនដឹងធម៌អ្វី Idiom,Idiomatic of necessity ជាការចាំបាច់, ដោយចៀសមិនរួច
neck	(noun). ១. human ~ ក (Royal,Royalty) ព្រះសរុង ~ of a bottle ក (ដបក្អម។ល។) ២. កន្លែងស្តួច, ផ្នែកស្តួច, ផ្នែកតូច ~ of land ទីស្តួច neck and neck កិតៗគ្នា, យ៉ាងតក់ក្រហល់ neck of Panama ទីដីច្រមុះជ្រូក Panama, save your neck ជួយជីវិត, យករួចតែខ្លួន neck and crop ដោយល្បិចស្នៀត, គូសេសគ្នា neck or nothing ផ្សងប្រេងមិនបានក៍ព្រមស្លាប់ to keep one's neck ប្រយ័ត្នមិនឲ្យខ្វះ a stiff neck ការចចេសរឹងរូស neck verse បោះត្រា neck and heels យ៉ាងឆាប់រហ័ស on the neck of that ដំបូលដែលតភ្ជាប់គ្នាneck (intransitive verb). (past tense., past participle. necked) អង្អែលហើយថើប (Colloquial) អង្អែលឲ្យថើប
neck lace	(noun). ខ្សែក
neckerchief	(noun). កន្សែងរុំក, ក្រណាត់រុំក
necklet	(noun). ខ្សែក, ប្រដាប់ពាក់ក, គ្រឿងអលង្ការ
necktie	(noun). ក្រវ៉ាត់ក (French) ក្រវ៉ាត់
neckwear	(noun). សំពត់ព័ទ្ធក
necr (o)	(comb.form). នៃការស្លាប់, នៃខ្មោច
necromancer	(noun). គ្រូទាយដោយសួរខ្មោច, ភូតវិទូ
necromancy	(noun). ការទាយដោយសួរខ្មោច, ភូតវិទ្យាnecromancer (noun). គ្រូទាយដោយសួរខ្មោច, ភូតវិទូ
necrophilia	(noun). ការចូលចិត្តខ្មោចnecrophilic (adjective). ដែលចូលចិត្តខ្មោច
necropolis	(noun). (plural. ~ es /nɪˈkrɒpəlɪsɪz/) កន្លែងបញ្ចុះសព (ធំ)
necrosis	(noun). (plural. -ses) ដំបៅរលួយនៃជាលិកាnecrotic (adjective). នៃដំបៅរលួយនៃជាលិកា
nectar	(noun). ១. ទឹកដមផ្កា (Literary) មករន្ត ២. ទឹកភេសជ្ជៈរបស់ព្រះ, ទឹកមន្តព្រះ
nectarine	(noun). ដើមទុំទេស
nectary	(noun). (plural. -ries) គ្រន្ថីទឹកដម, សរីរាង្គបង្កើតទឹកដមផ្កា
NEDC	(also informal Neddy /'nedɪ/) (abbreviation). National Economic Development Council ក្រុមប្រឹក្សាអភិវឌ្ឍន៍សេដ្ឋកិច្ចជាតិ
née	(also nee) (adjective). ដែលកើត, នៃកំណើត
need (1)	(noun). ១. ~ (for something); ~ (for somebody) to do something ភាពក្រខ្សត់តម្រូវការ (usually plural) take care of his ~ សេចក្តីត្រូវការ (They are) in need ដែលខ្វះខាត ២. needs សេចក្តីត្រូវការជាមូលដ្ឋាន, វត្ថុចាំបាច់ in need (of a leader) មានសេចក្តីត្រូវការ no ~ for concern ការចាំបាច់ ៣. ភាពក្រខ្សត់, ភាពអកុសល, គ្រោះកាច, ភាពមិនអនុគ្រោះ needful (adjective). ១. ចាំបាច់, ដែលចាំបាច់, ដែលមានសារៈសំខាន់ ២. do the ~ ធ្វើអ្វីដែលជាសេចក្តីត្រូវការ, ធ្វើអ្វីដែលចាំបាច់needfully (adverb). ដោយចាំបាច់, ដោយមានសារៈសំខាន់needless (adjective). ១. ដែលមិនចាំបាច់, ដែលមិនត្រូវការ, ដែលមិនសំខាន់ needless work កិច្ចការមិនចាំបាច់ (មិនសំខាន់) needless trouble បញ្ហាមិនសំខាន់ ២. ~ to say  ដូចដែលអ្នកបានដឹងហើយ, ដូចអ្នកបានសង្ឃឹមneedlessly (adverb). ដោយមិនចាំបាច់, ដោយមិនសំខាន់, ដោយមិនត្រូវការSYNONYMSneed /'ni:d/ ['នីដ] (noun). សេចក្តីត្រូវការ, ការចាំបាច់ exigency ការតឹងរ៉ឹង, ការទាមទារច្រើន, សេចក្តីប្រិតប្រៀន, ការចាំបាច់, ការត្រូវការ, ការតម្រូវ, ភាពអាសន្ន necessity ការចាំបាច់, ការខានមិនបាន, ការចៀសមិនរួច, របស់ចាំបាច់, អ្វីៗដែលគេទប់មិនបាន, ការបង្ខំ, ការត្រូវការប្រាក់, ភាពទ័លក្រ requisite ការចាំបាច់, របស់ដែលតម្រូវឲ្យមាន។
need (2)	(transitive verb). (past tense.,past participle. needed) ត្រូវការ
needful	(adjective). ១. ចាំបាច់, ដែលចាំបាច់, ដែលមានសារៈសំខាន់ ២. do the ~ ធ្វើអ្វីដែលជាសេចក្តីត្រូវការ, ធ្វើអ្វីដែលចាំបាច់
needfully	(adverb). ដោយចាំបាច់, ដោយមានសារៈសំខាន់
needle	(noun). sewing ~ ម្ជុល altimeter ~ ទ្រនិច pine ~ ស្លឹកឈើរាងដូចម្ជុល get the needle មានកំហឹង, ខឹង playing needles ម្ជុលថាសសម្លេង pins and needles ស្ពឹកស្រពន់ sewing needle ម្ជុលដេរក្រណាត់needle (transitive verb). (Colloquial) ធ្វើឲ្យមួម៉ៅneedle-point (noun). ចុងស្រួច, ចុងម្ជុលneedlewoman (noun). (plural. -women) ស្រីជាងដេរneedlework (noun). good at ~ ការប៉ាក់ ឬចាក់ produce fine ~ វត្ថុប់ាក់ឬចាក់
needle-point	(noun). ចុងស្រួច, ចុងម្ជុល
needless	(adjective). ១. ដែលមិនចាំបាច់, ដែលមិនត្រូវការ, ដែលមិនសំខាន់ needless work កិច្ចការមិនចាំបាច់ (មិនសំខាន់) needless trouble បញ្ហាមិនសំខាន់ ២. ~ to say  ដូចដែលអ្នកបានដឹងហើយ, ដូចអ្នកបានសង្ឃឹម
needlessly	(adverb). ដោយមិនចាំបាច់, ដោយមិនសំខាន់, ដោយមិនត្រូវការ
needlewoman 	(noun). (plural. -women) ស្រីជាងដេរ
needlework 	(noun). good at ~ ការប៉ាក់ ឬចាក់ produce fine ~ វត្ថុប់ាក់ឬចាក់
needs	(adverb). ដោយចាំបាច់, ដោយសំខាន់
needy	(adjective). (-ier,-iest) ដែលខ្វះខាត, ក្រខ្សត់
neer	(or never) (adverb). មិនដែល
neer-do-well	(noun). មនុស្សចោលម្សៀត
nefarious	(adjective). អាក្រក់ឬកំណាចណាស់nefariously (adverb). ដោយឃោរឃៅ, ដោយអាក្រក់ៀ, ដោយកំណាច, ដោយគ្មានច្បាប់nefariousness (noun). ភាពអាក្រក់
nefariously	(adverb). ដោយឃោរឃៅ, ដោយអាក្រក់ៀ, ដោយកំណាច, ដោយគ្មានច្បាប់
nefariousness	(noun). ភាពអាក្រក់
negate	(transitive verb). (past tense.,past participle. negated) ១. បដិសេធន៍, ជំទាស់, ប្រឆាំង, ប្រើអវិជ្ជមានកម្ម, បង្ហាញឲ្យឃើញថាខុស, ធ្វើឲ្យទៅជាគ្មានអ្វី ~ a verb ប្រើអវិជ្ជមានកម្ម ២. ~ our efforts  ធ្វើឲ្យទៅជាឥតប្រយោជន៍negation (noun). ១. ការបដិសេធន៍, ការជំទាស់, ការធ្វើឲ្យគ្មានប្រយោជន៍ (Grammar) the ~ of a verb អវិជ្ជមានកម្ម the ~ of our efforts ការធ្វើឲ្យទៅជាឥតប្រយោជន៍ ២. ការប្រកែក, ការមិនព្រមឲ្យ, ការបដិសេធន៍
negation	(noun). ១. ការបដិសេធន៍, ការជំទាស់, ការធ្វើឲ្យគ្មានប្រយោជន៍ (Grammar) the ~ of a verb អវិជ្ជមានកម្ម the ~ of our efforts ការធ្វើឲ្យទៅជាឥតប្រយោជន៍ ២. ការប្រកែក, ការមិនព្រមឲ្យ, ការបដិសេធន៍
negative	(adjective). ១. ~ particle ដែលបដិសេធ ~ attitude ហៃជំទាស់ ២. ~ influence អាក្រក់ (ដល់) ៣. (Mathematics) ~ number ដែលមានសញ្ញាលេខសងនៅពីមុខ (Elect.) ~ pole អវិជ្ជមនា (Photo.) ~ film ដែលស្រមោលរូបប្លែកពីធម្មជាតិnegative (noun). ១. ពាក្យសំដីបដិសេធន៍, សំដីប្រកែក, ភាពមិនយល់ព្រម, ផាពផ្ទុយនឹងសេចក្តីស្នើ answer in the negative ភាពមិនយល់ព្រម, ភាពផ្ទុយនឹងសេចក្តីស្នើ (Grammar) word is a ~ ពាក្យបដិសេធ ២. (Photo.) film ~  រូបថតដែលស្រមោលប្លែកពីធម្មជាតិ answer in the negative ឆ្លើយបដិសេធ negative in flavour អត់មានរសជាតិ negative cash flow ចរាចរសាច់ប្រាក់អវិជ្ជមាន negative interest ការប្រាក់អវិជ្ជមាន, អត្រាការប្រាក់ទាបជាងអត្រាអតិផរណាnegaive (transitive verb). (past tense.,past participle. negatived) ១. បដិសេធន៍, ជំទាស់, និយាយជំទាស់, វេតូ ២. បង្ហាញមិនពិត, បង្ហាញឲ្យឃើញថាខុស ៣. ធ្វើឲ្យទៅជាអព្យាក្រិត្យnegatively (adverb). ដោយបដិសេធន៍, ដោយជំទាស់, ដោយនិយាយជំទាស់
negatively	(adverb). ដោយបដិសេធន៍, ដោយជំទាស់, ដោយនិយាយជំទាស់
neglect	(transitive verb) ១. មិនយកចិត្តទុកដាក់នឹង, ធ្វេសប្រហែស ២. ~ to mention ខាន, ធ្វេសមិនបានneglect (noun). ធ្វេសប្រហែស, ការបណ្តែតបណ្តោយ his ~ of duty ការមិនយកចិត្តទុកដាក់ fall into ~ សភាពទ្រុឌទ្រាម បោះបង់ភារកិច្ចneglected (adjective). ដែលបង្ហាញពីភាពមិនយកចិត្តទុកដាក់, ដែលធ្វេសប្រហែស, ដែលបណ្តែតបណ្តោយneglectful (adjective). ~ (of something/somebody) ដែលមិនយកចិត្តទុកដាក់, ដែលមិនអើពើneglectfulness (noun). ភាពធ្វេសប្រហែស, ភាពមិនយកចិត្តទុកដាក់, ភាពបណ្តែតបណ្តោយ, ភាពប្រមាថ
neglected	(adjective). ដែលបង្ហាញពីភាពមិនយកចិត្តទុកដាក់, ដែលធ្វេសប្រហែស, ដែលបណ្តែតបណ្តោយ
neglectful	(adjective). ~ (of something/somebody) ដែលមិនយកចិត្តទុកដាក់, ដែលមិនអើពើ
neglectfulness	(noun). ភាពធ្វេសប្រហែស, ភាពមិនយកចិត្តទុកដាក់, ភាពបណ្តែតបណ្តោយ, ភាពប្រមាថ
negligé	(also negligee) (noun). អាវរលុងៗម្យ៉ាងសម្រាប់ស្រ្តីពាក់នៅផ្ទះ
negligence	(adjective). សេចក្តីធ្វេសប្រហែស, ការមិនយកចិត្តទុកដាក់negligently (adverb). ដោយប្រមាទមើលងាយ
negligently	(adverb). ដោយប្រមាទមើលងាយ
negligible	(adjective). Synonyms insign ficant ស្តួចស្តើង, ដែលអាចទាត់ចោលបាន a negligible error កំហុសតិចតួច ផលស្តួចស្តើង
negotiable	(adjective). price is ~ ដែលអាចតថ្លៃបាន, ដែលអាចជជែកគ្នាបាន ~ bonds ដែលអាចលក់ឬផ្ទេរឈ្មោះបាន not negotiable ផ្លាស់ប្តូរមិនបាន not negotiable ពុំដោះដូរទៅជាប្រាក់បាន​ negotiable cheque មូលប្បទានប័ត្រដែលអាចចរចាបានរាល់អ្នកកាន់
